id,collision_id,vehicle_id
3369,4508821,77
3370,4508821,77
3371,4508846,81
3372,4508846,81
3373,4508869,9
3374,4508894,77
3375,4508894,77
3376,4508898,77
3377,4508898,77
3378,4508914,77
3379,4508914,81
3380,4508914,81
3381,4508924,77
3382,4508925,81
3383,4508925,77
3384,4508927,77
3385,4508927,77
3386,4508927,81
3387,4508927,81
3388,4508953,77
3389,4508953,14
3390,4508962,77
3391,4508962,77
3392,4508963,81
3393,4508963,77
3394,4508965,81
3395,4508965,77
3396,4508966,81
3397,4508974,77
3398,4508978,81
3399,4508992,77
3400,4509008,77
3401,4509018,81
3402,4509032,77
3403,4509032,77
3404,4509039,81
3405,4509043,81
3406,4509043,77
3407,4509050,81
3408,4509050,81
3409,4509051,77
3410,4509051,81
3411,4509060,81
3412,4509060,77
3413,4509071,77
3414,4509071,100
3415,4509076,77
3416,4509084,77
3417,4509095,77
3418,4509099,77
3419,4509099,77
3420,4509099,77
3421,4509105,77
3422,4509105,77
3423,4509132,81
3424,4509136,69
3425,4509136,81
3426,4509139,77
3427,4509144,81
3428,4509144,77
3429,4509144,81
3430,4509147,77
3431,4509147,9
3432,4509149,81
3433,4509161,81
3434,4509161,81
3435,4509189,84
3436,4509199,81
3437,4509199,81
3438,4509199,11
3439,4509204,81
3440,4509204,81
3441,4509214,11
3442,4509214,81
3443,4509219,81
3444,4509219,77
3445,4509225,81
3446,4509230,77
3447,4509230,77
3448,4509231,69
3449,4509234,81
3450,4509236,77
3451,4509253,81
3452,4509253,77
3453,4509275,81
3454,4509281,77
3455,4509281,77
3456,4509285,18
3457,4509285,81
3458,4509294,77
3459,4509294,77
3460,4509300,77
3461,4509300,77
3462,4509317,77
3463,4509330,77
3464,4509343,81
3465,4509343,81
3466,4509374,77
3467,4509374,81
3468,4509377,81
3469,4509377,14
3470,4509378,81
3471,4509383,81
3472,4509383,77
3473,4509386,69
3474,4509386,81
3475,4509396,11
3476,4509396,81
3477,4509400,81
3478,4509400,77
3479,4509402,77
3480,4509402,77
3481,4509414,77
3482,4509427,77
3483,4509427,77
3484,4509444,81
3485,4509444,81
3486,4509446,77
3487,4509446,77
3488,4509446,81
3489,4509455,81
3490,4509455,77
3491,4509456,77
3492,4509465,81
3493,4509476,77
3494,4509476,81
3495,4509484,81
3496,4509488,81
3497,4509489,77
3498,4509492,77
3499,4509492,81
3500,4509498,30
3501,4509502,77
3502,4509502,77
3503,4509521,81
3504,4509521,81
3505,4509530,41
3506,4509530,77
3507,4509540,77
3508,4509540,5
3509,4509544,81
3510,4509557,81
3511,4509557,77
3512,4509557,77
3513,4509557,81
3514,4509563,77
3515,4509565,77
3516,4509565,77
3517,4509567,81
3518,4509569,77
3519,4509569,11
3520,4509572,77
3521,4509572,77
3522,4509573,77
3523,4509573,77
3524,4509579,77
3525,4509588,5
3526,4509588,11
3527,4509589,77
3528,4509596,77
3529,4509596,77
3530,4509596,77
3531,4509596,77
3532,4509598,77
3533,4509598,77
3534,4509602,81
3535,4509615,77
3536,4509625,77
3537,4509625,77
3538,4509631,11
3539,4509631,77
3540,4509643,84
3541,4509643,69
3542,4509646,77
3543,4509646,81
3544,4509647,81
3545,4509647,81
3546,4509647,77
3547,4509647,81
3548,4509669,14
3549,4509669,77
3550,4509671,69
3551,4509673,77
3552,4509673,81
3553,4509674,100
3554,4509674,86
3555,4509686,77
3556,4509686,81
3557,4509693,77
3558,4509693,81
3559,4509702,77
3560,4509702,2
3561,4509707,77
3562,4509707,81
3563,4509710,77
3564,4509724,77
3565,4509725,81
3566,4509728,77
3567,4509731,77
3568,4509732,77
3569,4509733,81
3570,4509733,77
3571,4509733,77
3572,4509733,77
3573,4509733,81
3574,4509734,77
3575,4509734,17
3576,4509742,9
3577,4509742,77
3578,4509753,81
3579,4509757,77
3580,4509757,77
3581,4509758,81
3582,4509758,77
3583,4509762,81
3584,4509762,5
3585,4509769,81
3586,4509769,77
3587,4509777,81
3588,4509777,81
3589,4509781,77
3590,4509785,77
3591,4509788,77
3592,4509788,69
3593,4509792,77
3594,4509793,100
3595,4509793,77
3596,4509798,81
3597,4509804,57
3598,4509804,77
3599,4509818,77
3600,4509818,77
3601,4509824,81
3602,4509832,77
3603,4509835,77
3604,4509835,11
3605,4509852,77
3606,4509852,77
3607,4509856,77
3608,4509864,77
3609,4509864,81
3610,4509864,81
3611,4509864,81
3612,4509872,77
3613,4509880,77
3614,4509894,77
3615,4509894,11
3616,4509897,77
3617,4509911,14
3618,4509911,77
3619,4509923,77
3620,4509927,77
3621,4509936,81
3622,4509936,81
3623,4509940,11
3624,4509940,77
3625,4509955,77
3626,4509960,81
3627,4509974,77
3628,4509976,77
3629,4509982,77
3630,4509985,77
3631,4509990,81
3632,4509990,77
3633,4509999,81
3634,4510000,77
3635,4510000,9
3636,4510003,77
3637,4510003,77
3638,4510015,77
3639,4510033,81
3640,4510033,81
3641,4510034,81
3642,4510034,81
3643,4510039,81
3644,4510039,35
3645,4510044,77
3646,4510044,11
3647,4510051,77
3648,4510051,77
3649,4510056,81
3650,4510057,81
3651,4510063,77
3652,4510063,77
3653,4510073,77
3654,4510074,84
3655,4510074,77
3656,4510089,77
3657,4510090,70
3658,4510106,77
3659,4510107,77
3660,4510108,57
3661,4510124,81
3662,4510124,77
3663,4510159,77
3664,4510175,81
3665,4510176,81
3666,4510176,77
3667,4510184,54
3668,4510184,81
3669,4510185,81
3670,4510195,81
3671,4510205,81
3672,4510205,69
3673,4510207,77
3674,4510207,77
3675,4510257,81
3676,4510257,81
3677,4510266,77
3678,4510285,11
3679,4510285,77
3680,4510286,81
3681,4510286,81
3682,4510290,77
3683,4510290,69
3684,4510296,77
3685,4510302,81
3686,4510302,77
3687,4510309,11
3688,4510309,77
3689,4510322,77
3690,4510331,81
3691,4510331,77
3692,4510333,77
3693,4510333,81
3694,4510334,77
3695,4510334,45
3696,4510338,81
3697,4510338,5
3698,4510348,77
3699,4510355,77
3700,4510355,77
3701,4510361,69
3702,4510361,77
3703,4510361,81
3704,4510361,14
3705,4510370,81
3706,4510370,81
3707,4510372,77
3708,4510372,77
3709,4510380,81
3710,4510380,14
3711,4510384,81
3712,4510389,11
3713,4510389,11
3714,4510390,77
3715,4510390,81
3716,4510401,100
3717,4510401,77
3718,4510410,77
3719,4510416,5
3720,4510416,100
3721,4510429,77
3722,4510430,77
3723,4510430,9
3724,4510431,77
3725,4510431,77
3726,4510436,77
3727,4510437,77
3728,4510437,77
3729,4510446,77
3730,4510446,77
3731,4510455,81
3732,4510456,77
3733,4510470,81
3734,4510476,81
3735,4510476,9
3736,4510483,77
3737,4510485,81
3738,4510490,77
3739,4510490,11
3740,4510494,69
3741,4510494,77
3742,4510498,77
3743,4510498,77
3744,4510498,77
3745,4510503,81
3746,4510503,81
3747,4510504,81
3748,4510512,81
3749,4510516,77
3750,4510526,11
3751,4510526,77
3752,4510548,77
3753,4510548,14
3754,4510551,45
3755,4510551,77
3756,4510587,81
3757,4510587,77
3758,4510591,100
3759,4510591,11
3760,4510597,77
3761,4510598,77
3762,4510641,77
3763,4510641,9
3764,4510691,77
3765,4510691,77
3766,4510691,81
3767,4510696,81
3768,4510696,81
3769,4510696,81
3770,4510708,77
3771,4510733,77
3772,4510733,77
3773,4510739,89
3774,4510739,77
3775,4510739,81
3776,4510739,81
3777,4510760,81
3778,4510767,77
3779,4510785,81
3780,4510785,9
3781,4510790,77
3782,4510790,100
3783,4510804,81
3784,4510805,14
3785,4510805,9
3786,4510811,77
3787,4510811,81
3788,4510836,77
3789,4510836,69
3790,4510846,77
3791,4510852,81
3792,4510853,81
3793,4510858,81
3794,4510860,81
3795,4510871,77
3796,4510874,77
3797,4510874,77
3798,4510878,77
3799,4510878,81
3800,4510892,81
3801,4510892,77
3802,4510892,81
3803,4510898,81
3804,4510918,77
3805,4510942,69
3806,4510942,81
3807,4510950,84
3808,4510952,77
3809,4510952,69
3810,4510965,81
3811,4510965,77
3812,4510973,77
3813,4510973,81
3814,4510982,81
3815,4510982,77
3816,4510991,77
3817,4510991,81
3818,4510991,81
3819,4511000,77
3820,4511000,77
3821,4511002,84
3822,4511004,81
3823,4511004,81
3824,4511005,77
3825,4511009,77
3826,4511021,81
3827,4511029,77
3828,4511029,9
3829,4511049,81
3830,4511051,77
3831,4511051,77
3832,4511062,81
3833,4511062,81
3834,4511072,81
3835,4511072,77
3836,4511073,81
3837,4511078,77
3838,4511078,77
3839,4511087,69
3840,4511087,81
3841,4511090,77
3842,4511090,77
3843,4511093,77
3844,4511093,81
3845,4511094,81
3846,4511094,77
3847,4511104,81
3848,4511122,77
3849,4511122,89
3850,4511127,81
3851,4511127,77
3852,4511134,81
3853,4511148,14
3854,4511148,84
3855,4511151,77
3856,4511157,77
3857,4511157,77
3858,4511165,81
3859,4511198,11
3860,4511198,77
3861,4511199,77
3862,4511204,81
3863,4511204,81
3864,4511239,11
3865,4511247,77
3866,4511247,40
3867,4511247,77
3868,4511247,81
3869,4511251,77
3870,4511258,77
3871,4511258,81
3872,4511274,81
3873,4511274,81
3874,4511287,77
3875,4511287,30
3876,4511293,77
3877,4511293,77
3878,4511293,77
3879,4511294,77
3880,4511294,33
3881,4511306,81
3882,4511325,84
3883,4511325,69
3884,4511334,11
3885,4511345,77
3886,4511346,81
3887,4511346,77
3888,4511351,77
3889,4511371,81
3890,4511371,77
3891,4511371,77
3892,4511372,81
3893,4511372,81
3894,4511372,81
3895,4511373,81
3896,4511378,69
3897,4511380,77
3898,4511384,81
3899,4511390,77
3900,4511395,77
3901,4511395,81
3902,4511398,77
3903,4511398,14
3904,4511405,77
3905,4511405,77
3906,4511405,81
3907,4511412,77
3908,4511412,77
3909,4511415,100
3910,4511420,77
3911,4511420,77
3912,4511422,77
3913,4511431,81
3914,4511431,81
3915,4511444,77
3916,4511473,89
3917,4511473,77
3918,4511478,77
3919,4511492,81
3920,4511492,81
3921,4511496,77
3922,4511496,69
3923,4511498,77
3924,4511498,11
3925,4511534,77
3926,4511554,81
3927,4511583,11
3928,4511583,77
3929,4511591,11
3930,4511591,77
3931,4511602,77
3932,4511607,70
3933,4511607,81
3934,4511607,81
3935,4511619,77
3936,4511619,30
3937,4511623,81
3938,4511623,77
3939,4511623,81
3940,4511627,77
3941,4511627,77
3942,4511647,77
3943,4511647,69
3944,4511667,77
3945,4511667,81
3946,4511673,81
3947,4511673,81
3948,4511684,77
3949,4511684,77
3950,4511685,81
3951,4511700,77
3952,4511700,77
3953,4511709,81
3954,4511717,81
3955,4511717,81
3956,4511720,81
3957,4511737,100
3958,4511739,84
3959,4511745,81
3960,4511745,31
3961,4511748,81
3962,4511774,81
3963,4511774,77
3964,4511795,81
3965,4511795,77
3966,4511817,77
3967,4511817,77
3968,4511829,81
3969,4511829,81
3970,4511836,81
3971,4511852,81
3972,4511852,77
3973,4511885,77
3974,4511885,77
3975,4511902,9
3976,4511913,57
3977,4511913,77
3978,4511919,77
3979,4511919,30
3980,4511922,9
3981,4511932,81
3982,4511932,11
3983,4511946,77
3984,4511946,77
3985,4511946,9
3986,4511949,81
3987,4511949,81
3988,4511964,81
3989,4511964,77
3990,4511965,81
3991,4511965,69
3992,4511975,81
3993,4511975,77
3994,4511998,81
3995,4512001,67
3996,4512003,14
3997,4512003,77
3998,4512007,81
3999,4512007,77
4000,4512010,77
4001,4512010,81
4002,4512010,77
4003,4512012,77
4004,4512012,77
4005,4512013,5
4006,4512013,77
4007,4512025,77
4008,4512025,81
4009,4512043,77
4010,4512053,81
4011,4512053,77
4012,4512056,17
4013,4512056,77
4014,4512058,81
4015,4512058,81
4016,4512070,77
4017,4512070,77
4018,4512070,77
4019,4512084,81
4020,4512084,14
4021,4512087,77
4022,4512098,84
4023,4512098,81
4024,4512098,77
4025,4512107,77
4026,4512107,77
4027,4512123,81
4028,4512123,77
4029,4512127,77
4030,4512128,81
4031,4512135,81
4032,4512135,81
4033,4512135,81
4034,4512136,77
4035,4512136,81
4036,4512149,77
4037,4512149,77
4038,4512156,77
4039,4512156,77
4040,4512166,77
4041,4512166,11
4042,4512178,77
4043,4512184,77
4044,4512184,77
4045,4512187,81
4046,4512192,84
4047,4512192,77
4048,4512195,14
4049,4512195,81
4050,4512203,77
4051,4512203,81
4052,4512222,81
4053,4512222,81
4054,4512226,81
4055,4512226,77
4056,4512231,30
4057,4512231,77
4058,4512232,81
4059,4512232,81
4060,4512232,81
4061,4512234,69
4062,4512234,81
4063,4512234,81
4064,4512236,77
4065,4512236,77
4066,4512243,77
4067,4512243,27
4068,4512250,81
4069,4512250,81
4070,4512251,77
4071,4512258,81
4072,4512258,77
4073,4512258,81
4074,4512259,69
4075,4512260,77
4076,4512269,77
4077,4512269,77
4078,4512269,77
4079,4512271,81
4080,4512272,77
4081,4512283,81
4082,4512283,81
4083,4512283,77
4084,4512283,81
4085,4512283,81
4086,4512289,77
4087,4512289,45
4088,4512299,81
4089,4512299,14
4090,4512310,77
4091,4512312,77
4092,4512315,77
4093,4512315,77
4094,4512316,81
4095,4512316,30
4096,4512317,81
4097,4512317,81
4098,4512331,57
4099,4512333,81
4100,4512338,81
4101,4512343,77
4102,4512345,81
4103,4512352,81
4104,4512352,81
4105,4512354,77
4106,4512363,77
4107,4512363,22
4108,4512364,77
4109,4512368,81
4110,4512368,77
4111,4512383,77
4112,4512383,14
4113,4512384,11
4114,4512384,77
4115,4512388,81
4116,4512388,77
4117,4512392,77
4118,4512392,77
4119,4512399,77
4120,4512399,69
4121,4512400,69
4122,4512400,81
4123,4512402,77
4124,4512403,77
4125,4512403,77
4126,4512404,77
4127,4512404,56
4128,4512410,69
4129,4512412,81
4130,4512417,77
4131,4512439,77
4132,4512440,84
4133,4512440,30
4134,4512450,77
4135,4512452,77
4136,4512463,77
4137,4512463,77
4138,4512469,81
4139,4512469,77
4140,4512469,14
4141,4512475,77
4142,4512477,69
4143,4512478,81
4144,4512478,81
4145,4512493,77
4146,4512496,77
4147,4512496,81
4148,4512496,81
4149,4512497,81
4150,4512525,11
4151,4512525,11
4152,4512526,77
4153,4512543,77
4154,4512552,81
4155,4512552,81
4156,4512563,77
4157,4512582,77
4158,4512597,77
4159,4512597,81
4160,4512603,81
4161,4512603,14
4162,4512604,77
4163,4512604,81
4164,4512626,77
4165,4512626,77
4166,4512632,81
4167,4512632,11
4168,4512638,77
4169,4512653,77
4170,4512653,81
4171,4512662,81
4172,4512663,81
4173,4512663,81
4174,4512663,77
4175,4512684,77
4176,4512684,81
4177,4512692,81
4178,4512692,69
4179,4512714,81
4180,4512735,84
4181,4512735,11
4182,4512737,77
4183,4512743,77
4184,4512748,77
4185,4512748,81
4186,4512749,81
4187,4512749,81
4188,4512752,77
4189,4512757,77
4190,4512757,77
4191,4512757,77
4192,4512764,81
4193,4512766,81
4194,4512766,14
4195,4512766,81
4196,4512771,77
4197,4512771,11
4198,4512772,77
4199,4512772,77
4200,4512781,14
4201,4512781,77
4202,4512781,77
4203,4512781,81
4204,4512793,77
4205,4512803,77
4206,4512803,81
4207,4512806,14
4208,4512806,69
4209,4512812,77
4210,4512822,81
4211,4512822,77
4212,4512823,81
4213,4512831,81
4214,4512838,81
4215,4512848,77
4216,4512852,81
4217,4512852,77
4218,4512869,69
4219,4512869,77
4220,4512869,81
4221,4512869,81
4222,4512872,77
4223,4512872,77
4224,4512873,79
4225,4512873,69
4226,4512874,14
4227,4512875,77
4228,4512875,77
4229,4512876,77
4230,4512876,5
4231,4512882,77
4232,4512882,81
4233,4512882,77
4234,4512883,77
4235,4512883,77
4236,4512887,77
4237,4512890,77
4238,4512891,81
4239,4512898,77
4240,4512902,77
4241,4512902,45
4242,4512903,77
4243,4512906,81
4244,4512906,77
4245,4512909,77
4246,4512909,77
4247,4512922,77
4248,4512922,77
4249,4512925,81
4250,4512935,81
4251,4512935,81
4252,4512935,77
4253,4512938,69
4254,4512938,77
4255,4512942,81
4256,4512954,77
4257,4512954,69
4258,4512955,77
4259,4512994,100
4260,4513018,77
4261,4513018,77
4262,4513042,81
4263,4513048,84
4264,4513055,81
4265,4513055,77
4266,4513066,81
4267,4513067,77
4268,4513067,11
4269,4513074,77
4270,4513077,77
4271,4513077,81
4272,4513078,77
4273,4513078,81
4274,4513080,77
4275,4513080,77
4276,4513085,77
4277,4513085,89
4278,4513097,77
4279,4513097,81
4280,4513107,81
4281,4513113,77
4282,4513113,77
4283,4513123,77
4284,4513123,81
4285,4513125,77
4286,4513125,81
4287,4513125,81
4288,4513125,77
4289,4513132,77
4290,4513132,69
4291,4513141,77
4292,4513149,77
4293,4513155,77
4294,4513155,77
4295,4513158,77
4296,4513158,77
4297,4513200,77
4298,4513200,9
4299,4513216,84
4300,4513216,89
4301,4513243,81
4302,4513251,81
4303,4513252,81
4304,4513252,77
4305,4513252,81
4306,4513255,81
4307,4513255,81
4308,4513270,77
4309,4513270,81
4310,4513270,77
4311,4513278,77
4312,4513278,77
4313,4513279,81
4314,4513279,77
4315,4513287,77
4316,4513287,9
4317,4513291,81
4318,4513292,77
4319,4513292,81
4320,4513292,81
4321,4513292,77
4322,4513292,86
4323,4513301,77
4324,4513311,77
4325,4513311,81
4326,4513318,81
4327,4513318,9
4328,4513320,77
4329,4513331,43
4330,4513334,81
4331,4513334,11
4332,4513356,77
4333,4513366,81
4334,4513380,81
4335,4513380,5
4336,4513392,81
4337,4513392,77
4338,4513394,81
4339,4513394,81
4340,4513394,81
4341,4513394,81
4342,4513395,77
4343,4513395,81
4344,4513400,77
4345,4513400,77
4346,4513401,81
4347,4513408,81
4348,4513408,81
4349,4513423,77
4350,4513423,77
4351,4513427,81
4352,4513427,77
4353,4513435,81
4354,4513435,77
4355,4513438,81
4356,4513467,77
4357,4513467,81
4358,4513470,69
4359,4513470,31
4360,4513470,81
4361,4513478,77
4362,4513478,77
4363,4513495,77
4364,4513495,77
4365,4513496,81
4366,4513515,77
4367,4513528,77
4368,4513528,75
4369,4513533,77
4370,4513547,81
4371,4513553,5
4372,4513553,77
4373,4513564,81
4374,4513564,69
4375,4513565,81
4376,4513565,77
4377,4513572,77
4378,4513573,81
4379,4513573,57
4380,4513587,77
4381,4513591,81
4382,4513595,77
4383,4513606,77
4384,4513606,77
4385,4513606,77
4386,4513606,69
4387,4513606,77
4388,4513607,69
4389,4513607,77
4390,4513616,77
4391,4513617,81
4392,4513617,77
4393,4513617,81
4394,4513618,77
4395,4513626,81
4396,4513626,90
4397,4513637,81
4398,4513646,77
4399,4513646,9
4400,4513648,6
4401,4513648,84
4402,4513663,77
4403,4513663,81
4404,4513664,84
4405,4513664,70
4406,4513677,77
4407,4513680,77
4408,4513681,77
4409,4513681,9
4410,4513694,77
4411,4513694,77
4412,4513697,81
4413,4513697,81
4414,4513700,85
4415,4513700,81
4416,4513701,81
4417,4513708,11
4418,4513708,77
4419,4513721,77
4420,4513721,81
4421,4513721,81
4422,4513724,30
4423,4513725,77
4424,4513725,69
4425,4513735,81
4426,4513735,14
4427,4513735,81
4428,4513737,84
4429,4513737,81
4430,4513739,81
4431,4513751,17
4432,4513751,83
4433,4513752,81
4434,4513752,81
4435,4513752,81
4436,4513759,11
4437,4513759,77
4438,4513765,77
4439,4513774,77
4440,4513774,77
4441,4513792,77
4442,4513792,77
4443,4513794,77
4444,4513794,11
4445,4513795,77
4446,4513795,77
4447,4513795,81
4448,4513795,49
4449,4513803,77
4450,4513803,81
4451,4513813,77
4452,4513813,69
4453,4513833,77
4454,4513833,77
4455,4513856,77
4456,4513856,77
4457,4513857,77
4458,4513857,77
4459,4513860,77
4460,4513860,14
4461,4513861,81
4462,4513861,77
4463,4513874,77
4464,4513874,77
4465,4513874,77
4466,4513878,77
4467,4513878,77
4468,4513887,81
4469,4513887,81
4470,4513887,77
4471,4513913,14
4472,4513913,77
4473,4513923,77
4474,4513924,77
4475,4513924,89
4476,4513929,77
4477,4513935,77
4478,4513935,77
4479,4513953,77
4480,4513953,77
4481,4513953,81
4482,4513958,77
4483,4513958,77
4484,4513967,77
4485,4513967,77
4486,4513977,77
4487,4513977,77
4488,4513982,81
4489,4513985,77
4490,4513985,77
4491,4513985,81
4492,4513985,81
4493,4513985,77
4494,4513992,77
4495,4513992,81
4496,4514002,77
4497,4514002,77
4498,4514002,77
4499,4514011,77
4500,4514020,14
4501,4514030,81
4502,4514030,77
4503,4514030,81
4504,4514054,77
4505,4514054,69
4506,4514054,77
4507,4514054,77
4508,4514075,77
4509,4514075,77
4510,4514084,77
4511,4514088,77
4512,4514093,77
4513,4514125,77
4514,4514129,77
4515,4514139,81
4516,4514139,81
4517,4514144,77
4518,4514144,77
4519,4514152,81
4520,4514152,81
4521,4514155,81
4522,4514160,81
4523,4514160,77
4524,4514165,77
4525,4514165,77
4526,4514180,77
4527,4514180,77
4528,4514182,77
4529,4514182,77
4530,4514189,77
4531,4514189,11
4532,4514194,77
4533,4514194,77
4534,4514201,77
4535,4514201,77
4536,4514202,77
4537,4514209,77
4538,4514209,77
4539,4514212,81
4540,4514212,69
4541,4514220,81
4542,4514234,77
4543,4514234,77
4544,4514237,81
4545,4514237,77
4546,4514241,77
4547,4514241,9
4548,4514251,77
4549,4514263,81
4550,4514263,81
4551,4514263,77
4552,4514266,81
4553,4514267,77
4554,4514278,77
4555,4514278,77
4556,4514279,77
4557,4514279,77
4558,4514286,77
4559,4514297,81
4560,4514298,81
4561,4514302,77
4562,4514302,84
4563,4514323,77
4564,4514326,77
4565,4514334,81
4566,4514334,69
4567,4514334,81
4568,4514336,81
4569,4514336,81
4570,4514336,81
4571,4514336,77
4572,4514347,81
4573,4514357,77
4574,4514357,77
4575,4514359,89
4576,4514359,81
4577,4514367,81
4578,4514367,90
4579,4514376,77
4580,4514389,81
4581,4514412,81
4582,4514412,30
4583,4514413,77
4584,4514413,45
4585,4514418,77
4586,4514419,69
4587,4514419,77
4588,4514420,81
4589,4514461,77
4590,4514461,77
4591,4514508,81
4592,4514520,81
4593,4514520,77
4594,4514532,77
4595,4514532,81
4596,4514533,81
4597,4514533,81
4598,4514542,77
4599,4514568,77
4600,4514624,77
4601,4514661,77
4602,4514661,81
4603,4514667,77
4604,4514674,81
4605,4514684,77
4606,4514684,77
4607,4514687,81
4608,4514687,84
4609,4514696,77
4610,4514696,81
4611,4514717,77
4612,4514717,77
4613,4514717,81
4614,4514719,77
4615,4514719,69
4616,4514728,81
4617,4514728,81
4618,4514736,81
4619,4514736,77
4620,4514736,81
4621,4514736,9
4622,4514759,77
4623,4514766,77
4624,4514766,81
4625,4514766,81
4626,4514766,77
4627,4514791,81
4628,4514791,81
4629,4514792,77
4630,4514792,84
4631,4514801,81
4632,4514801,77
4633,4514803,77
4634,4514803,81
4635,4514820,81
4636,4514820,77
4637,4514833,77
4638,4514833,77
4639,4514837,81
4640,4514847,81
4641,4514858,81
4642,4514858,77
4643,4514858,77
4644,4514861,81
4645,4514891,84
4646,4514891,45
4647,4514895,77
4648,4514895,77
4649,4514895,77
4650,4514895,77
4651,4514913,84
4652,4514923,81
4653,4514923,77
4654,4514923,81
4655,4514923,81
4656,4514938,77
4657,4514966,77
4658,4514966,81
4659,4514983,77
4660,4514983,77
4661,4515000,81
4662,4515003,81
4663,4515003,77
4664,4515019,81
4665,4515031,5
4666,4515031,69
4667,4515035,77
4668,4515035,81
4669,4515038,77
4670,4515038,81
4671,4515045,81
4672,4515045,81
4673,4515059,81
4674,4515059,93
4675,4515061,81
4676,4515061,81
4677,4515072,77
4678,4515076,77
4679,4515106,77
4680,4515107,84
4681,4515107,81
4682,4515107,81
4683,4515127,81
4684,4515127,81
4685,4515140,77
4686,4515140,31
4687,4515152,77
4688,4515152,81
4689,4515159,77
4690,4515159,77
4691,4515160,77
4692,4515168,81
4693,4515168,79
4694,4515173,77
4695,4515173,81
4696,4515176,77
4697,4515191,77
4698,4515191,81
4699,4515198,77
4700,4515198,27
4701,4515210,81
4702,4515210,77
4703,4515223,77
4704,4515226,90
4705,4515226,77
4706,4515227,81
4707,4515227,81
4708,4515235,81
4709,4515237,81
4710,4515237,49
4711,4515241,77
4712,4515242,81
4713,4515242,81
4714,4515248,77
4715,4515264,77
4716,4515264,84
4717,4515266,77
4718,4515266,81
4719,4515269,81
4720,4515269,81
4721,4515271,81
4722,4515271,77
4723,4515271,81
4724,4515295,81
4725,4515299,22
4726,4515299,84
4727,4515336,84
4728,4515336,77
4729,4515338,81
4730,4515338,77
4731,4515345,77
4732,4515348,77
4733,4515348,77
4734,4515354,77
4735,4515354,77
4736,4515356,81
4737,4515356,77
4738,4515372,77
4739,4515372,81
4740,4515372,77
4741,4515379,77
4742,4515379,77
4743,4515382,77
4744,4515382,77
4745,4515403,84
4746,4515403,9
4747,4515418,77
4748,4515429,9
4749,4515429,77
4750,4515436,77
4751,4515447,81
4752,4515460,77
4753,4515460,77
4754,4515460,77
4755,4515460,81
4756,4515468,77
4757,4515468,77
4758,4515468,77
4759,4515470,77
4760,4515470,77
4761,4515474,81
4762,4515474,77
4763,4515484,77
4764,4515490,81
4765,4515490,89
4766,4515504,84
4767,4515504,77
4768,4515512,81
4769,4515534,77
4770,4515547,77
4771,4515547,77
4772,4515564,77
4773,4515564,81
4774,4515566,81
4775,4515566,77
4776,4515577,27
4777,4515577,84
4778,4515584,77
4779,4515584,77
4780,4515590,81
4781,4515590,81
4782,4515600,77
4783,4515610,77
4784,4515610,81
4785,4515610,81
4786,4515610,77
4787,4515613,77
4788,4515614,81
4789,4515623,81
4790,4515623,77
4791,4515623,81
4792,4515637,84
4793,4515637,81
4794,4515637,81
4795,4515642,9
4796,4515679,77
4797,4515679,77
4798,4515680,84
4799,4515680,77
4800,4515680,81
4801,4515680,81
4802,4515703,77
4803,4515703,77
4804,4515703,77
4805,4515703,81
4806,4515706,81
4807,4515713,77
4808,4515713,77
4809,4515732,77
4810,4515732,77
4811,4515732,77
4812,4515732,77
4813,4515732,81
4814,4515747,81
4815,4515747,77
4816,4515755,81
4817,4515755,77
4818,4515757,9
4819,4515757,81
4820,4515772,77
4821,4515773,77
4822,4515779,77
4823,4515779,77
4824,4515783,77
4825,4515784,77
4826,4515798,81
4827,4515798,77
4828,4515804,77
4829,4515804,77
4830,4515815,81
4831,4515846,14
4832,4515846,81
4833,4515850,77
4834,4515850,84
4835,4515851,81
4836,4515851,11
4837,4515857,77
4838,4515857,77
4839,4515870,77
4840,4515870,81
4841,4515870,81
4842,4515883,77
4843,4515885,77
4844,4515885,77
4845,4515898,77
4846,4515898,77
4847,4515925,69
4848,4515925,77
4849,4515926,77
4850,4515926,77
4851,4515931,77
4852,4515931,77
4853,4515931,81
4854,4515938,81
4855,4515938,77
4856,4515959,81
4857,4516003,77
4858,4516003,81
4859,4516003,77
4860,4516003,77
4861,4516006,81
4862,4516006,81
4863,4516015,77
4864,4516015,77
4865,4516044,84
4866,4516044,77
4867,4516058,77
4868,4516058,77
4869,4516058,77
4870,4516066,77
4871,4516066,90
4872,4516067,84
4873,4516086,84
4874,4516086,77
4875,4516101,84
4876,4516106,77
4877,4516106,77
4878,4516113,81
4879,4516113,81
4880,4516113,81
4881,4516123,77
4882,4516123,77
4883,4516123,81
4884,4516123,81
4885,4516127,81
4886,4516127,84
4887,4516131,77
4888,4516131,77
4889,4516164,81
4890,4516164,77
4891,4516173,81
4892,4516173,81
4893,4516173,77
4894,4516182,77
4895,4516182,77
4896,4516186,77
4897,4516186,77
4898,4516192,90
4899,4516192,77
4900,4516207,81
4901,4516207,81
4902,4516207,77
4903,4516219,77
4904,4516219,77
4905,4516219,77
4906,4516224,81
4907,4516224,81
4908,4516234,77
4909,4516240,77
4910,4516240,81
4911,4516243,77
4912,4516260,77
4913,4516265,77
4914,4516265,81
4915,4516268,77
4916,4516268,81
4917,4516274,84
4918,4516274,77
4919,4516279,69
4920,4516285,77
4921,4516285,81
4922,4516285,81
